Name	Value.id	Value.chineseS	Value.chineseT	Value.english	Value.japanese	Value.german	Value.chineseH	korean
TextConfig_Set	10100004	通关普通第三章	通关普通第三章	Complete Chapter 3 on Normal Difficulty	第三章（ノーマル）をクリア	Normales drittes Kapitel abschließen		일반 난이도의 3장을 클리어
TextConfig_Set	10100005	同时有3个法杖都装备守护杖灵	同時有3個法杖都裝備守護杖靈	Equip 3 wands with Wand Spirit	同時に3つの法杖が守護杖霊を装備している	Drei Zauberstäbe gleichzeitig mit Stabgeistern ausrüsten		세개의 지팡이에 지팡이 수호령 장착
TextConfig_Set	10100006	使用破魔剑击杀int1个敌人	使用破魔劍擊殺int1個敵人	Kill int1 enemies with Evil Slayer Sword	破魔の剣で敵をint1体倒す	Mit dem Dämonenschwert int1 Feinde töten		파마의 검으로 int1 적을 처치한다
TextConfig_Set	10100007	使用审判之剑击杀任意首领	使用審判之劍擊殺任意首領	Kill any Boss with Sword of Judgment	審判の剣で任意のボスを倒す	Mit dem Urteilsschwert einen beliebigen Boss töten		심판의 검으로 임의의 보스를 처치한다
TextConfig_Set	10100008	毒液叠加到int1层，稻草人除外	毒液疊加到int1層，稻草人除外	Venom reaches int1 stacks, not including scarecrow	毒をint1スタックになるまで付与する（かかしは対象外）	Gift auf int1 Ebene stapeln, Vogelscheuchen ausgeschlossen		독을 int1 까지 중첩, 허수아비 제외
TextConfig_Set	10100009	解锁int1个套装	解鎖int1個套裝	Unlock int1 Sets	セットをint1個解放する	int1 Set(s) freischalten		세트를 int1개 해금
TextConfig_Spell	7010011	魔法弹	魔法彈	Magic Bullet	魔弾	Magische Kugel		마법탄
TextConfig_Spell	7010012	魔法弹	魔法彈	Magic Bullet	魔弾	Magische Kugel		마법탄
TextConfig_Spell	7010013	魔法弹	魔法彈	Magic Bullet	魔弾	Magische Kugel		마법탄
TextConfig_Spell	7010021	滚球	滾球	Rock'n'Ball	ローリングボール	Rollender Ball		구르는 바위
TextConfig_Spell	7010022	滚球	滾球	Rock'n'Ball	ローリングボール	Rollender Ball		구르는 바위
TextConfig_Spell	7010023	滚球	滾球	Rock'n'Ball	ローリングボール	Rollender Ball		구르는 바위
TextConfig_Spell	7010031	蝴蝶	蝴蝶	Butterfly	蝶	Schmetterling		나비
TextConfig_Spell	7010032	蝴蝶	蝴蝶	Butterfly	蝶	Schmetterling		나비
TextConfig_Spell	7010033	蝴蝶	蝴蝶	Butterfly	蝶	Schmetterling		나비
TextConfig_Spell	7010041	激光	雷射	Laser	レーザー	Laser		광선
TextConfig_Spell	7010042	激光	雷射	Laser	レーザー	Laser		광선
TextConfig_Spell	7010043	激光	雷射	Laser	レーザー	Laser		광선
TextConfig_Spell	7010051	引线	引線	Fuse	導火線	Zündschnur		도화선
TextConfig_Spell	7010052	引线	引線	Fuse	導火線	Zündschnur		도화선
TextConfig_Spell	7010053	引线	引線	Fuse	導火線	Zündschnur		도화선
TextConfig_Spell	7010061	悬浮鬼火	懸浮鬼火	Floating Wisp	ゴーストファイア	Schwebendes Irrlicht		도깨비 불
TextConfig_Spell	7010062	悬浮鬼火	懸浮鬼火	Floating Wisp	ゴーストファイア	Schwebendes Irrlicht		도깨비 불
TextConfig_Spell	7010063	悬浮鬼火	懸浮鬼火	Floating Wisp	ゴーストファイア	Schwebendes Irrlicht		도깨비 불
TextConfig_Spell	7010071	黑洞	黑洞	Black Hole	ブラックホール	Schwarzes Loch		블랙홀
TextConfig_Spell	7010072	黑洞	黑洞	Black Hole	ブラックホール	Schwarzes Loch		블랙홀
TextConfig_Spell	7010073	黑洞	黑洞	Black Hole	ブラックホール	Schwarzes Loch		블랙홀
TextConfig_Spell	7010081	奥爆术	奧爆術	Arcane Explosion	アーケインエクスプロージョン	Arkane Explosion		아케인 폭발
TextConfig_Spell	7010082	奥爆术	奧爆術	Arcane Explosion	アーケインエクスプロージョン	Arkane Explosion		아케인 폭발
TextConfig_Spell	7010083	奥爆术	奧爆術	Arcane Explosion	アーケインエクスプロージョン	Arkane Explosion		아케인 폭발
TextConfig_Spell	7010091	法术汲取	法術汲取	Mana Absorption	スペルドレイン	Zauberabsorption		마력 흡수
TextConfig_Spell	7010092	法术汲取	法術汲取	Mana Absorption	スペルドレイン	Zauberabsorption		마력 흡수
TextConfig_Spell	7010093	法术汲取	法術汲取	Mana Absorption	スペルドレイン	Zauberabsorption		마력 흡수
TextConfig_Spell	7010101	冥蛇	冥蛇	Shadow Serpent	ヘルスネーク	Todesotter		명사
TextConfig_Spell	7010102	冥蛇	冥蛇	Shadow Serpent	ヘルスネーク	Todesotter		명사
TextConfig_Spell	7010103	冥蛇	冥蛇	Shadow Serpent	ヘルスネーク	Todesotter		명사
TextConfig_Spell	7010111	瓦解射线	瓦解射線	Ray of Disintegration	コラプスビーム	Zerfallender Strahl		붕괴 광선
TextConfig_Spell	7010112	瓦解射线	瓦解射線	Ray of Disintegration	コラプスビーム	Zerfallender Strahl		붕괴 광선
TextConfig_Spell	7010113	瓦解射线	瓦解射線	Ray of Disintegration	コラプスビーム	Zerfallender Strahl		붕괴 광선
TextConfig_Spell	7010121	诡雷	詭雷	Deceptive Mine	トリックサンダー	Tückische Mine		괴이한 지뢰
TextConfig_Spell	7010122	诡雷	詭雷	Deceptive Mine	トリックサンダー	Tückische Mine		괴이한 지뢰
TextConfig_Spell	7010123	诡雷	詭雷	Deceptive Mine	トリックサンダー	Tückische Mine		괴이한 지뢰
TextConfig_Spell	7010131	陨石	隕石	Meteor	メテオ	Meteorit		운석
TextConfig_Spell	7010132	陨石	隕石	Meteor	メテオ	Meteorit		운석
TextConfig_Spell	7010133	陨石	隕石	Meteor	メテオ	Meteorit		운석
TextConfig_Spell	7010141	彩虹	彩虹	Rainbow	レインボー	Regenbogen		무지개
TextConfig_Spell	7010142	彩虹	彩虹	Rainbow	レインボー	Regenbogen		무지개
TextConfig_Spell	7010143	彩虹	彩虹	Rainbow	レインボー	Regenbogen		무지개
TextConfig_Spell	7010151	奥术新星	奧術新星	Arcane Nova	ネオスター	Arkane Nova		비전 신성
TextConfig_Spell	7010152	奥术新星	奧術新星	Arcane Nova	ネオスター	Arkane Nova		비전 신성
TextConfig_Spell	7010153	奥术新星	奧術新星	Arcane Nova	ネオスター	Arkane Nova		비전 신성
TextConfig_Spell	7010161	闪电疾行	閃電疾行	Lightning Dash	スピーディーサンダー	Blitzschneller Lauf		번개 질주
TextConfig_Spell	7010162	闪电疾行	閃電疾行	Lightning Dash	スピーディーサンダー	Blitzschneller Lauf		번개 질주
TextConfig_Spell	7010163	闪电疾行	閃電疾行	Lightning Dash	スピーディーサンダー	Blitzschneller Lauf		번개 질주
TextConfig_Spell	7010171	阿瓦达啃大瓜	阿呾哇喀呾啦	Adava Keravda	アダワ	Avada Kedavra		아다바 케다브라
TextConfig_Spell	7010172	阿瓦达啃大瓜	阿呾哇喀呾啦	Adava Keravda	アダワ	Avada Kedavra		아다바 케다브라
TextConfig_Spell	7010173	阿瓦达啃大瓜	阿呾哇喀呾啦	Adava Keravda	アダワ	Avada Kedavra		아다바 케다브라
TextConfig_Spell	7010174	阿瓦达啃大瓜	阿呾哇喀呾啦	Adava Keravda	アダワ	Avada Kedavra		아다바 케다브라
TextConfig_Spell	7010175	阿瓦达啃大瓜	阿呾哇喀呾啦	Adava Keravda	アダワ	Avada Kedavra		아다바 케다브라
TextConfig_Spell	7010181	落雷阵	落雷陣	Thunderstorm	落雷陣	Blitzschlagfeld		낙뢰진
TextConfig_Spell	7010182	落雷阵	落雷陣	Thunderstorm	落雷陣	Blitzschlagfeld		낙뢰진
TextConfig_Spell	7010183	落雷阵	落雷陣	Thunderstorm	落雷陣	Blitzschlagfeld		낙뢰진
TextConfig_Spell	7010191	高压水流	高壓水流	High-pressure Stream	ハイプレッシャーウォーター	Hochdruckwasserstrahl		고압 수류
TextConfig_Spell	7010192	高压水流	高壓水流	High-pressure Stream	ハイプレッシャーウォーター	Hochdruckwasserstrahl		고압 수류
TextConfig_Spell	7010193	高压水流	高壓水流	High-pressure Stream	ハイプレッシャーウォーター	Hochdruckwasserstrahl		고압 수류
TextConfig_Spell	7010201	注魔硬币	注魔硬幣	Enchanting Coin	マギコイン	Verzauberte Münze		마법의 동전
TextConfig_Spell	7010211	破魔剑	破魔劍	Evil Slayer Sword	破魔の剣	Dämonenschwert		파마의 검
TextConfig_Spell	7010212	破魔剑	破魔劍	Evil Slayer Sword	破魔の剣	Dämonenschwert		파마의 검
TextConfig_Spell	7010213	破魔剑	破魔劍	Evil Slayer Sword	破魔の剣	Dämonenschwert		파마의 검
TextConfig_Spell	7010221	回旋之刃	迴旋之刃	Boomerang Blade	回旋の刃	Wirbelklinge		회선검
TextConfig_Spell	7010222	回旋之刃	迴旋之刃	Boomerang Blade	回旋の刃	Wirbelklinge		회선검
TextConfig_Spell	7010223	回旋之刃	迴旋之刃	Boomerang Blade	回旋の刃	Wirbelklinge		회선검
TextConfig_Spell	7010231	审判之剑	審判之劍	Sword of Judgment	審判の剣	Urteilsschwert		심판의 검
TextConfig_Spell	7010232	审判之剑	審判之劍	Sword of Judgment	審判の剣	Urteilsschwert		심판의 검
TextConfig_Spell	7010233	审判之剑	審判之劍	Sword of Judgment	審判の剣	Urteilsschwert		심판의 검
TextConfig_Spell	7010241	萃凝水泡	萃凝水泡	Condensed Water Bubble	クリアバブル	Verdichtete Wasserblase		응축 물방울탄
TextConfig_Spell	7010242	萃凝水泡	萃凝水泡	Condensed Water Bubble	クリアバブル	Verdichtete Wasserblase		응축 물방울탄
TextConfig_Spell	7010243	萃凝水泡	萃凝水泡	Condensed Water Bubble	クリアバブル	Verdichtete Wasserblase		응축 물방울탄
TextConfig_Spell	7010251	炽烈龙息	熾烈龍息	Fierce Dragon Breath	ドラゴンブレス	Feuriger Drachenatem		맹렬한 용의 숨결
TextConfig_Spell	7010252	炽烈龙息	熾烈龍息	Fierce Dragon Breath	ドラゴンブレス	Feuriger Drachenatem		맹렬한 용의 숨결
TextConfig_Spell	7010253	炽烈龙息	熾烈龍息	Fierce Dragon Breath	ドラゴンブレス	Feuriger Drachenatem		맹렬한 용의 숨결
TextConfig_Spell	7010261	闪耀星矢	閃耀星矢	Shining Star Arrow	スターアロー	Strahlender Sternspeer		빛나는 별의 화살
TextConfig_Spell	7010262	闪耀星矢	閃耀星矢	Shining Star Arrow	スターアロー	Strahlender Sternspeer		빛나는 별의 화살
TextConfig_Spell	7010263	闪耀星矢	閃耀星矢	Shining Star Arrow	スターアロー	Strahlender Sternspeer		빛나는 별의 화살
TextConfig_Spell	7010271	超新星	超新星	Supernova	スーパーノヴァ	Supernova		초신성
TextConfig_Spell	7010281	黄老饼的箭头	黃老餅的箭頭	Bing's Arrow	矢	Huang Laobings Pfeil		빙의 화살
TextConfig_Spell	7010282	黄老饼的箭头	黃老餅的箭頭	Bing's Arrow	矢	Huang Laobings Pfeil		빙의 화살
TextConfig_Spell	7010283	黄老饼的箭头	黃老餅的箭頭	Bing's Arrow	矢	Huang Laobings Pfeil		빙의 화살
TextConfig_Spell	7020000	----------------------------------------------------------------	----------------------------------------------------------------	----	----	----------------------------------------------------------------		----------------------------------------------------------------
TextConfig_Spell	7020011	啵啵	啵啵	Pop	ポポ	Bobo		보보
TextConfig_Spell	7020012	啵啵	啵啵	Pop	ポポ	Bobo		보보
TextConfig_Spell	7020013	啵啵	啵啵	Pop	ポポ	Bobo		보보
TextConfig_Spell	7020021	克总之颅	克總之顱	Skull of the Cthulhu	クーさんの頭蓋	Schädel von Boss Ke		크툴루의 두개골
TextConfig_Spell	7020022	克总之颅	克總之顱	Skull of the Cthulhu	クーさんの頭蓋	Schädel von Boss Ke		크툴루의 두개골
TextConfig_Spell	7020023	克总之颅	克總之顱	Skull of the Cthulhu	クーさんの頭蓋	Schädel von Boss Ke		크툴루의 두개골
TextConfig_Spell	7020031	克总之手	克總之手	Hand of the Cthulhu	クーさんの足	Hand von Boss Ke		크툴루의 손
TextConfig_Spell	7020032	克总之手	克總之手	Hand of the Cthulhu	クーさんの足	Hand von Boss Ke		크툴루의 손
TextConfig_Spell	7020033	克总之手	克總之手	Hand of the Cthulhu	クーさんの足	Hand von Boss Ke		크툴루의 손
TextConfig_Spell	7020041	光之柱	光之柱	Pillar of Light	光の柱	Lichtsäule		빛의 기둥
TextConfig_Spell	7020042	光之柱	光之柱	Pillar of Light	光の柱	Lichtsäule		빛의 기둥
TextConfig_Spell	7020043	光之柱	光之柱	Pillar of Light	光の柱	Lichtsäule		빛의 기둥
TextConfig_Spell	7020051	自行魔导书	自行魔導書	Autonomous Grimoire	歩く魔導書	Selbstfahrendes Zauberbuch		자가기동 마도서
TextConfig_Spell	7020052	自行魔导书	自行魔導書	Autonomous Grimoire	歩く魔導書	Selbstfahrendes Zauberbuch		자가기동 마도서
TextConfig_Spell	7020053	自行魔导书	自行魔導書	Autonomous Grimoire	歩く魔導書	Selbstfahrendes Zauberbuch		자가기동 마도서
TextConfig_Spell	7020061	巨灵	巨靈	Giant Troll	ジン	Dschinn		거령
TextConfig_Spell	7020062	炎魔	炎魔	Demon of Flame	炎魔	Feuermagier		염마
TextConfig_Spell	7020063	炎魔	炎魔	Demon of Flame	炎魔	Feuermagier		염마
TextConfig_Spell	7020071	多节虫	多節蟲	Segmented Worm	マルチバグ	Mehrteiliger Wurm		다절충
TextConfig_Spell	7020072	多节虫	多節蟲	Segmented Worm	マルチバグ	Mehrteiliger Wurm		다절충
TextConfig_Spell	7020073	多节虫	多節蟲	Segmented Worm	マルチバグ	Mehrteiliger Wurm		다절충
TextConfig_Spell	7030000	----------------------------------------------------------------	----	----	----	----------------------------------------------------------------		----------------------------------------------------------------
TextConfig_Spell	7030011	齐射	齊射	Volley	一斉射撃	Salve		일제사격
TextConfig_Spell	7030012	齐射	齊射	Volley	一斉射撃	Salve		일제사격
TextConfig_Spell	7030013	齐射	齊射	Volley	一斉射撃	Salve		일제사격
TextConfig_Spell	7030021	多重施法	多重射擊	Multi-Shot	マルチショット	Mehrfachzauber		다발시전
TextConfig_Spell	7030022	多重施法	多重射擊	Multi-Shot	マルチショット	Mehrfachzauber		다발시전
